User ID,Age,Gender,Height,Interests,Looking For,Children,Education Level,Occupation,Swiping History,Frequency of Usage
398,18,Male,5.147421880850754,"['Cooking', 'Reading', 'Sports', 'Movies', 'Hiking', 'Travel', 'Music']",Casual Dating,Yes,Master's Degree,Social Media Influencer,52,Daily
399,28,Male,5.329771249216676,"['Music', 'Sports', 'Travel', 'Hiking', 'Reading', 'Movies']",Casual Dating,Maybe,Master's Degree,Doctor,68,Weekly
400,24,Female,6.050624406930307,"['Travel', 'Hiking', 'Music']",Casual Dating,Maybe,High School,Social Media Influencer,48,Weekly
401,29,Female,5.0223318083650454,"['Movies', 'Reading', 'Music', 'Sports', 'Hiking']",Casual Dating,Yes,High School,Artist,38,Daily
402,30,Female,5.968499704416064,"['Travel', 'Cooking', 'Reading', 'Movies']",Marriage,Maybe,Bachelor's Degree,Social Media Influencer,8,Weekly
403,34,Male,5.002235402179177,['Music'],Casual Dating,Yes,Master's Degree,Student,23,Weekly
404,30,Male,5.142763427940999,"['Hiking', 'Music', 'Reading', 'Travel']",Marriage,No,Bachelor's Degree,Engineer,76,Daily
405,33,Female,6.084591008886193,['Cooking'],Marriage,No,Master's Degree,Social Media Influencer,47,Monthly
406,29,Male,5.41650356164774,"['Reading', 'Cooking', 'Music', 'Sports', 'Hiking']",Casual Dating,Maybe,High School,Business Owner,89,Daily
407,21,Male,5.113810398832299,['Travel'],Friendship,Yes,Bachelor's Degree,Entrepreneur,42,Monthly
408,33,Male,5.225140383508275,"['Movies', 'Travel', 'Hiking']",Casual Dating,Yes,High School,Doctor,55,Daily
409,27,Female,5.101953572238962,"['Movies', 'Reading', 'Sports', 'Cooking', 'Music', 'Hiking', 'Travel']",Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,2,Weekly
410,28,Male,5.173154487049304,"['Movies', 'Travel', 'Cooking']",Marriage,Maybe,Bachelor's Degree,Business Owner,25,Weekly
411,33,Female,5.686838508259666,"['Music', 'Hiking', 'Movies', 'Reading']",Casual Dating,Yes,High School,Social Media Influencer,92,Daily
412,35,Male,6.003969467217214,"['Movies', 'Cooking', 'Hiking', 'Music', 'Travel']",Casual Dating,No,Ph.D.,Social Media Influencer,41,Daily
413,20,Female,4.900674866948732,"['Sports', 'Travel', 'Music', 'Cooking', 'Hiking', 'Movies']",Casual Dating,Maybe,Bachelor's Degree,Social Media Influencer,91,Weekly
414,29,Male,4.988495709151781,"['Hiking', 'Sports']",Marriage,No,Bachelor's Degree,Teacher,12,Daily
415,18,Male,4.892994276022338,"['Reading', 'Sports', 'Hiking', 'Travel']",Casual Dating,No,Bachelor's Degree,Doctor,31,Weekly
416,25,Male,5.767008434109128,"['Travel', 'Reading', 'Sports', 'Movies']",Casual Dating,Maybe,Master's Degree,Business Owner,88,Daily
417,18,Male,5.512904350653029,"['Hiking', 'Travel']",Casual Dating,Yes,High School,Social Media Influencer,67,Monthly
418,20,Female,6.0304019547960905,"['Reading', 'Cooking', 'Movies', 'Sports', 'Music', 'Hiking', 'Travel']",Casual Dating,Maybe,High School,Engineer,19,Weekly
419,22,Female,5.3901931893250365,['Music'],Marriage,No,Bachelor's Degree,Entrepreneur,51,Weekly
420,31,Male,5.627201836755997,"['Music', 'Reading', 'Hiking', 'Cooking', 'Sports', 'Movies', 'Travel']",Marriage,No,Master's Degree,Artist,51,Monthly
421,18,Female,5.74154266029467,"['Reading', 'Music', 'Travel', 'Cooking', 'Hiking', 'Sports', 'Movies']",Marriage,Maybe,Bachelor's Degree,Doctor,26,Monthly
422,18,Male,4.903840990361152,"['Travel', 'Cooking', 'Reading', 'Hiking', 'Music']",Long-term Relationship,Maybe,Ph.D.,Business Owner,25,Weekly
423,30,Male,5.86932210973125,"['Movies', 'Travel', 'Reading', 'Hiking', 'Sports', 'Music', 'Cooking']",Long-term Relationship,Maybe,Bachelor's Degree,Business Owner,70,Daily
424,30,Male,4.877141147744112,"['Music', 'Cooking', 'Hiking']",Long-term Relationship,No,High School,Student,84,Monthly
425,32,Male,5.02106132447958,"['Movies', 'Music', 'Cooking', 'Hiking', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,7,Weekly
426,23,Male,5.697425284315747,['Music'],Friendship,No,Master's Degree,Doctor,21,Weekly
427,27,Female,5.963055355816916,"['Sports', 'Reading', 'Travel', 'Music', 'Movies']",Casual Dating,No,High School,Social Media Influencer,41,Weekly
428,32,Female,5.84455365325489,"['Reading', 'Music', 'Sports', 'Movies', 'Travel']",Long-term Relationship,Yes,High School,Engineer,2,Daily
429,21,Male,5.783840347755978,"['Sports', 'Music', 'Reading', 'Movies', 'Cooking', 'Hiking', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,97,Weekly
430,25,Male,4.897640422278836,"['Music', 'Travel', 'Cooking', 'Movies', 'Sports', 'Hiking', 'Reading']",Long-term Relationship,Yes,High School,Artist,82,Daily
431,27,Male,5.573322959829147,"['Cooking', 'Music', 'Travel', 'Reading', 'Movies', 'Sports', 'Hiking']",Friendship,Yes,Bachelor's Degree,Teacher,25,Weekly
432,24,Female,5.9712313913239266,"['Movies', 'Cooking']",Marriage,Yes,High School,Artist,12,Monthly
433,23,Male,5.2242026539182636,"['Sports', 'Cooking', 'Reading', 'Travel']",Long-term Relationship,No,Bachelor's Degree,Artist,48,Monthly
434,20,Female,5.336642021992896,"['Movies', 'Sports', 'Music', 'Hiking', 'Cooking']",Long-term Relationship,No,Bachelor's Degree,Doctor,21,Weekly
435,25,Male,6.063259013267587,"['Sports', 'Travel', 'Hiking', 'Cooking']",Marriage,No,High School,Entrepreneur,55,Daily
436,35,Female,5.3713299622778425,"['Cooking', 'Travel', 'Hiking']",Long-term Relationship,No,High School,Artist,40,Daily
437,30,Female,5.529612882527528,"['Sports', 'Hiking', 'Movies', 'Music', 'Travel', 'Cooking']",Casual Dating,No,Bachelor's Degree,Doctor,34,Daily
438,27,Male,5.870307747442626,"['Music', 'Movies', 'Sports', 'Cooking']",Casual Dating,Yes,Ph.D.,Artist,77,Monthly
439,32,Male,5.56838148548119,"['Cooking', 'Travel', 'Music', 'Sports']",Friendship,No,High School,Student,6,Monthly
440,31,Male,5.985359614691633,"['Movies', 'Travel', 'Hiking', 'Reading', 'Cooking', 'Music']",Long-term Relationship,Yes,Bachelor's Degree,Business Owner,30,Weekly
441,35,Male,5.8548070671875205,"['Reading', 'Cooking', 'Movies', 'Travel', 'Hiking', 'Music']",Long-term Relationship,Yes,High School,Business Owner,56,Daily
442,27,Female,5.829784745371135,"['Music', 'Sports', 'Hiking', 'Movies', 'Travel', 'Cooking']",Long-term Relationship,No,Ph.D.,Teacher,65,Daily
443,24,Female,5.601257243284415,"['Sports', 'Travel', 'Hiking', 'Cooking']",Marriage,Maybe,Master's Degree,Artist,37,Monthly
444,35,Male,5.825348580823322,"['Movies', 'Cooking']",Long-term Relationship,No,High School,Social Media Influencer,44,Monthly
445,24,Female,5.871606630120891,['Sports'],Marriage,No,Master's Degree,Business Owner,89,Daily
446,27,Male,6.008427747410113,"['Movies', 'Travel', 'Music', 'Hiking']",Marriage,Yes,High School,Artist,54,Monthly
447,35,Female,4.956751259497957,['Travel'],Casual Dating,Yes,Bachelor's Degree,Social Media Influencer,89,Daily
448,33,Male,5.104414354779417,"['Music', 'Sports', 'Movies', 'Cooking', 'Reading']",Friendship,No,Bachelor's Degree,Social Media Influencer,38,Daily
449,33,Female,5.738179236631131,"['Travel', 'Cooking', 'Movies', 'Sports']",Friendship,Maybe,Bachelor's Degree,Entrepreneur,98,Daily
450,23,Male,5.862896499613324,"['Cooking', 'Sports', 'Music', 'Travel']",Long-term Relationship,Yes,Ph.D.,Engineer,81,Daily
451,19,Female,4.858694354541918,"['Reading', 'Music', 'Cooking', 'Hiking', 'Travel', 'Sports', 'Movies']",Friendship,Maybe,Ph.D.,Artist,79,Weekly
452,18,Female,5.076509496912218,"['Travel', 'Reading', 'Sports', 'Movies']",Casual Dating,Maybe,Master's Degree,Entrepreneur,39,Weekly
453,18,Female,4.9689545959233055,"['Sports', 'Movies', 'Reading']",Casual Dating,No,Bachelor's Degree,Engineer,3,Monthly
454,29,Male,4.879531000242824,['Music'],Marriage,No,Bachelor's Degree,Business Owner,56,Daily
455,28,Female,5.432579803560374,['Sports'],Casual Dating,Maybe,High School,Artist,39,Monthly
456,29,Male,5.642158651806679,"['Cooking', 'Hiking', 'Sports', 'Travel', 'Music', 'Movies', 'Reading']",Marriage,Maybe,Ph.D.,Student,69,Monthly
457,23,Female,5.878152373160889,"['Sports', 'Cooking']",Long-term Relationship,Yes,Ph.D.,Doctor,0,Daily
458,20,Female,5.821051768380995,"['Reading', 'Music', 'Movies', 'Hiking', 'Cooking']",Long-term Relationship,Yes,High School,Engineer,36,Daily
459,23,Female,5.424539268487437,"['Cooking', 'Hiking', 'Travel', 'Sports', 'Movies', 'Reading']",Marriage,Maybe,Bachelor's Degree,Entrepreneur,52,Weekly
460,19,Male,5.732838835274594,"['Hiking', 'Sports', 'Reading', 'Travel', 'Music', 'Movies']",Long-term Relationship,No,Master's Degree,Engineer,16,Monthly
461,24,Male,5.546477303149657,"['Travel', 'Cooking', 'Sports', 'Hiking', 'Music', 'Reading', 'Movies']",Long-term Relationship,No,Ph.D.,Artist,82,Daily
462,34,Male,5.956946699549064,"['Travel', 'Reading', 'Movies', 'Music', 'Sports', 'Cooking']",Marriage,Yes,Ph.D.,Entrepreneur,7,Daily
463,33,Female,5.234862313696753,"['Hiking', 'Music', 'Cooking', 'Travel', 'Movies', 'Sports']",Long-term Relationship,Maybe,High School,Entrepreneur,89,Monthly
464,29,Female,5.150731819668575,"['Sports', 'Reading', 'Travel', 'Cooking', 'Movies', 'Music', 'Hiking']",Friendship,Maybe,High School,Engineer,44,Monthly
465,19,Male,5.858339495073263,"['Travel', 'Reading', 'Movies', 'Sports', 'Music']",Friendship,Yes,High School,Artist,11,Weekly
466,21,Male,5.971714431996626,"['Hiking', 'Movies', 'Travel', 'Cooking', 'Sports']",Casual Dating,Maybe,Bachelor's Degree,Artist,55,Weekly
467,35,Female,4.941351112698954,"['Sports', 'Reading', 'Movies', 'Travel', 'Hiking']",Friendship,Maybe,Master's Degree,Doctor,70,Monthly
468,26,Female,5.654386029601784,"['Reading', 'Sports', 'Hiking', 'Movies', 'Travel', 'Cooking', 'Music']",Casual Dating,No,Ph.D.,Teacher,79,Monthly
469,34,Male,5.714071886037004,"['Hiking', 'Movies', 'Music']",Long-term Relationship,Yes,Ph.D.,Engineer,1,Monthly
470,35,Female,5.322984522319579,"['Travel', 'Hiking', 'Sports', 'Movies', 'Music', 'Reading']",Casual Dating,Maybe,High School,Engineer,30,Weekly
471,21,Male,5.4661559596268665,"['Sports', 'Cooking', 'Reading', 'Travel', 'Music']",Long-term Relationship,Yes,Master's Degree,Business Owner,15,Monthly
472,33,Male,5.222649844514536,"['Sports', 'Travel', 'Reading']",Casual Dating,No,Master's Degree,Business Owner,1,Daily
473,29,Female,4.8748999291636155,"['Music', 'Reading']",Friendship,Yes,Master's Degree,Engineer,37,Weekly
474,20,Female,4.911462817990523,"['Movies', 'Cooking', 'Music', 'Hiking', 'Reading']",Long-term Relationship,No,High School,Engineer,12,Weekly
475,29,Female,5.840746477501855,['Sports'],Long-term Relationship,Maybe,Bachelor's Degree,Artist,60,Weekly
476,28,Female,5.2949187816716625,"['Sports', 'Music', 'Movies', 'Reading']",Marriage,Maybe,High School,Doctor,90,Weekly
477,18,Female,5.822459192851687,"['Music', 'Travel']",Friendship,Maybe,Ph.D.,Doctor,77,Weekly
478,29,Female,5.414860111283044,"['Hiking', 'Sports', 'Travel', 'Music', 'Reading', 'Cooking', 'Movies']",Long-term Relationship,Yes,Master's Degree,Engineer,14,Weekly
479,19,Female,5.238033243001804,"['Travel', 'Hiking', 'Music', 'Cooking', 'Sports', 'Reading', 'Movies']",Casual Dating,No,Master's Degree,Business Owner,56,Monthly
480,35,Female,5.056984588417015,"['Sports', 'Music', 'Hiking', 'Movies', 'Reading', 'Cooking']",Long-term Relationship,No,Bachelor's Degree,Social Media Influencer,11,Monthly
481,29,Male,5.365452177692091,"['Cooking', 'Sports', 'Hiking']",Casual Dating,Maybe,Master's Degree,Social Media Influencer,63,Daily
482,20,Female,5.000708087088841,['Sports'],Friendship,Yes,High School,Doctor,27,Monthly
483,28,Female,6.0089302866053185,"['Music', 'Movies', 'Hiking', 'Travel']",Casual Dating,No,Master's Degree,Teacher,3,Daily
484,28,Male,5.333743555369965,"['Cooking', 'Travel', 'Music', 'Movies', 'Reading', 'Sports']",Marriage,Maybe,Bachelor's Degree,Entrepreneur,45,Daily
485,25,Male,4.878404804605666,"['Cooking', 'Movies', 'Reading', 'Sports', 'Hiking', 'Travel']",Marriage,No,Ph.D.,Entrepreneur,75,Monthly
486,32,Female,5.94495993720775,"['Movies', 'Music', 'Travel']",Casual Dating,No,Ph.D.,Business Owner,35,Monthly
487,24,Female,4.8569595635197444,"['Music', 'Reading']",Friendship,Yes,Bachelor's Degree,Artist,94,Weekly
488,35,Male,5.693979760229115,"['Music', 'Sports', 'Travel', 'Reading', 'Movies', 'Hiking', 'Cooking']",Casual Dating,Yes,High School,Social Media Influencer,98,Weekly
489,33,Male,5.554938815660047,"['Travel', 'Hiking', 'Reading', 'Sports', 'Music', 'Movies', 'Cooking']",Casual Dating,Maybe,Bachelor's Degree,Doctor,30,Weekly
490,30,Female,5.250454331673748,"['Sports', 'Music', 'Travel']",Friendship,Yes,Bachelor's Degree,Teacher,56,Weekly
491,32,Female,5.66066075475548,"['Reading', 'Travel', 'Movies', 'Sports', 'Music', 'Cooking', 'Hiking']",Casual Dating,Maybe,Master's Degree,Social Media Influencer,47,Daily
492,33,Female,5.920030515983333,['Reading'],Long-term Relationship,No,High School,Engineer,89,Monthly
493,34,Male,5.448385544713751,['Cooking'],Marriage,Maybe,Ph.D.,Student,3,Daily
494,18,Male,5.835959520330714,"['Cooking', 'Reading', 'Hiking', 'Sports', 'Travel', 'Movies']",Marriage,Maybe,Master's Degree,Business Owner,96,Daily
495,34,Male,5.073670132120792,"['Hiking', 'Cooking']",Long-term Relationship,Maybe,Bachelor's Degree,Social Media Influencer,12,Daily
496,27,Male,5.3166852321531595,"['Hiking', 'Sports', 'Travel']",Marriage,No,Bachelor's Degree,Entrepreneur,92,Daily
497,30,Female,5.070365365403131,"['Hiking', 'Reading', 'Travel', 'Sports', 'Music', 'Cooking', 'Movies']",Marriage,No,High School,Social Media Influencer,65,Daily
498,33,Male,4.871726575561797,"['Music', 'Reading', 'Movies', 'Cooking', 'Sports', 'Hiking', 'Travel']",Marriage,No,Bachelor's Degree,Engineer,93,Daily
499,32,Male,5.647436260972559,"['Hiking', 'Reading', 'Movies', 'Sports']",Marriage,Maybe,High School,Business Owner,71,Monthly
500,24,Male,5.651540591506323,"['Music', 'Travel', 'Cooking', 'Sports', 'Hiking', 'Reading']",Friendship,Maybe,Ph.D.,Doctor,77,Monthly
