User ID,Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests
358,35-44,Female,Urban,Mandarin,Master,7869,448,Mobile Only,1.0,6.9,0.174,0.029,66,20k-40k,"Music Production, Fashion Modelling, Photography, Gourmet Cooking"
359,55-64,Female,Rural,Spanish,Bachelor,787,377,Mobile + Desktop,2.0,2.0,0.086,0.04,137,40k-60k,"DIY Crafts, Gourmet Cooking, Reading and Literature"
360,35-44,Male,Rural,Mandarin,Master,4761,480,Mobile Only,1.5,4.2,0.173,0.074,141,40k-60k,"Gourmet Cooking, Pet Care"
361,25-34,Female,Rural,Hindi,Technical,9499,207,Mobile + Desktop,4.7,4.4,0.221,0.097,32,100k+,"Travel and Adventure, Music Production, Photography, DIY Crafts"
362,45-54,Male,Rural,English,Bachelor,1994,380,Mobile + Desktop,4.4,1.3,0.118,0.046,42,100k+,"DIY Crafts, Eco-Friendly Living"
363,35-44,Female,Suburban,Hindi,Master,7489,382,Tablet,2.7,2.4,0.096,0.083,47,80k-100k,Eco-Friendly Living
364,35-44,Male,Rural,Spanish,Bachelor,5022,470,Tablet,0.8,6.8,0.063,0.098,121,60k-80k,"Digital Marketing, DIY Crafts"
365,55-64,Male,Urban,Spanish,High School,6422,96,Mobile + Desktop,3.7,6.8,0.151,0.087,153,100k+,Gaming
366,25-34,Female,Suburban,Spanish,Master,3283,210,Mobile + Desktop,3.3,3.0,0.22,0.023,50,100k+,"Investing and Finance, Software Engineering, Photography, Gourmet Cooking"
367,65+,Male,Rural,Hindi,Bachelor,3897,346,Mobile + Desktop,4.9,7.1,0.081,0.001,170,20k-40k,"Travel and Adventure, Photography, Fashion Modelling"
368,55-64,Female,Urban,Mandarin,Bachelor,5278,331,Tablet,3.0,6.4,0.099,0.049,53,100k+,Reading and Literature
369,25-34,Female,Suburban,Hindi,Bachelor,9936,284,Tablet,2.0,3.9,0.102,0.053,43,20k-40k,"Pet Care, Travel and Adventure, Gaming, Data Science"
370,18-24,Male,Suburban,English,Master,4068,220,Desktop Only,2.8,6.2,0.14,0.02,75,0-20k,"Fitness and Wellness, Gourmet Cooking"
371,18-24,Male,Rural,Mandarin,PhD,2816,400,Mobile + Desktop,4.9,7.7,0.057,0.028,131,100k+,"Music Production, Eco-Friendly Living"
372,18-24,Female,Suburban,Spanish,Master,290,127,Desktop Only,3.6,4.2,0.206,0.077,162,0-20k,"Reading and Literature, Gardening, Investing and Finance"
373,18-24,Female,Urban,Hindi,Technical,1435,200,Mobile + Desktop,3.5,2.7,0.074,0.047,153,60k-80k,"Investing and Finance, Photography, Gourmet Cooking, Travel and Adventure"
374,45-54,Male,Suburban,Spanish,Master,8281,51,Tablet,1.6,7.6,0.176,0.032,5,60k-80k,"Reading and Literature, Photography"
375,18-24,Female,Urban,Spanish,Bachelor,478,51,Desktop Only,3.8,5.2,0.128,0.062,164,80k-100k,"Digital Marketing, Photography, Gourmet Cooking, Gaming"
376,25-34,Female,Suburban,English,High School,3929,324,Desktop Only,3.9,1.7,0.146,0.065,140,60k-80k,"DIY Crafts, Gourmet Cooking, Photography"
377,55-64,Male,Rural,Mandarin,Master,6480,285,Mobile Only,1.9,5.0,0.045,0.077,73,20k-40k,"Software Engineering, Fitness and Wellness"
378,18-24,Female,Urban,English,Master,715,338,Mobile + Desktop,2.7,4.5,0.184,0.016,34,40k-60k,Gaming
379,55-64,Male,Suburban,English,Bachelor,2430,26,Tablet,1.8,7.0,0.047,0.074,119,80k-100k,"Gaming, Data Science"
380,25-34,Female,Suburban,English,High School,1854,292,Mobile Only,1.7,4.7,0.028,0.06,12,80k-100k,Pet Care
381,18-24,Female,Suburban,Spanish,High School,563,440,Mobile Only,0.6,2.8,0.137,0.006,117,0-20k,"Investing and Finance, DIY Crafts, Fitness and Wellness, Gourmet Cooking"
382,45-54,Female,Urban,English,Technical,9258,267,Mobile + Desktop,1.8,5.7,0.177,0.078,23,100k+,"Software Engineering, Investing and Finance"
383,45-54,Female,Urban,English,Master,4367,72,Mobile Only,3.0,4.8,0.013,0.038,63,40k-60k,"Travel and Adventure, Reading and Literature, Eco-Friendly Living, DIY Crafts"
384,55-64,Male,Urban,Mandarin,High School,3258,71,Mobile + Desktop,0.5,2.6,0.017,0.033,162,100k+,"Digital Marketing, Gaming, Travel and Adventure, Photography"
385,45-54,Male,Rural,Mandarin,High School,3724,109,Mobile Only,1.8,5.0,0.201,0.045,83,0-20k,Gardening
386,55-64,Male,Rural,English,PhD,5038,28,Mobile + Desktop,4.5,6.8,0.202,0.035,40,80k-100k,"Music Production, Investing and Finance, Gourmet Cooking"
387,25-34,Male,Urban,Mandarin,PhD,5517,26,Tablet,3.2,1.2,0.061,0.034,59,40k-60k,"Fashion Modelling, Gardening, Digital Marketing"
388,25-34,Male,Suburban,Mandarin,High School,6104,334,Mobile + Desktop,3.2,5.4,0.154,0.081,48,20k-40k,"Fashion Modelling, Software Engineering, Data Science, Pet Care"
389,45-54,Female,Rural,English,Technical,8981,432,Mobile + Desktop,2.3,3.4,0.111,0.012,159,60k-80k,"Eco-Friendly Living, Travel and Adventure, Digital Marketing"
390,55-64,Female,Urban,Spanish,High School,5703,475,Desktop Only,3.5,3.0,0.158,0.097,81,20k-40k,"DIY Crafts, Eco-Friendly Living, Fashion Modelling, Reading and Literature"
391,65+,Male,Suburban,English,Bachelor,2312,382,Tablet,1.4,3.7,0.216,0.055,82,100k+,"DIY Crafts, Software Engineering, Digital Marketing, Fitness and Wellness"
392,35-44,Female,Rural,Mandarin,Master,6220,255,Tablet,4.2,3.4,0.02,0.018,105,0-20k,"Gardening, Digital Marketing, Fashion Modelling, Software Engineering"
393,25-34,Female,Suburban,Spanish,Technical,5918,260,Tablet,1.0,6.8,0.194,0.013,34,20k-40k,"Fitness and Wellness, Fashion Modelling"
394,45-54,Female,Suburban,Hindi,Bachelor,482,464,Mobile Only,3.5,2.9,0.123,0.059,43,100k+,"Photography, Digital Marketing"
395,25-34,Male,Suburban,Spanish,Technical,2356,90,Desktop Only,2.0,6.1,0.141,0.063,17,60k-80k,"Pet Care, Gourmet Cooking, Eco-Friendly Living, Investing and Finance"
396,55-64,Male,Suburban,Mandarin,Bachelor,1512,48,Tablet,3.9,1.7,0.163,0.005,126,80k-100k,"Fashion Modelling, Photography, Pet Care"
397,55-64,Female,Rural,Spanish,Master,9875,45,Mobile Only,3.0,7.7,0.231,0.024,148,0-20k,"Gardening, Software Engineering, Fitness and Wellness"
398,35-44,Female,Rural,English,Master,6246,433,Mobile Only,2.5,5.4,0.014,0.08,176,100k+,Digital Marketing
399,45-54,Male,Rural,Hindi,PhD,471,438,Mobile Only,1.3,5.9,0.007,0.005,116,0-20k,"Pet Care, Gardening, Data Science"
400,45-54,Male,Urban,Hindi,Bachelor,5906,397,Desktop Only,3.4,3.1,0.045,0.086,159,100k+,Eco-Friendly Living
401,18-24,Male,Rural,Hindi,PhD,5665,495,Mobile Only,4.9,3.9,0.247,0.066,49,100k+,"Fitness and Wellness, Investing and Finance, Eco-Friendly Living, Gaming"
402,55-64,Male,Suburban,Mandarin,Bachelor,8902,418,Desktop Only,4.2,2.6,0.179,0.043,123,40k-60k,"Fashion Modelling, Pet Care, Digital Marketing"
403,35-44,Female,Rural,Mandarin,PhD,8407,206,Mobile + Desktop,0.8,7.5,0.154,0.035,39,20k-40k,"Gourmet Cooking, Eco-Friendly Living, Fashion Modelling"
404,55-64,Female,Suburban,Hindi,Master,7537,167,Mobile Only,2.2,4.4,0.012,0.002,160,40k-60k,"Travel and Adventure, Investing and Finance, Fitness and Wellness"
405,25-34,Female,Urban,Spanish,Technical,546,213,Tablet,4.7,5.4,0.22,0.083,11,20k-40k,"Pet Care, Gardening, Photography"
406,55-64,Female,Suburban,Hindi,PhD,1491,205,Mobile Only,2.8,6.1,0.203,0.014,114,100k+,"Investing and Finance, Pet Care"
407,25-34,Female,Suburban,Spanish,Bachelor,1440,225,Mobile + Desktop,3.5,3.6,0.166,0.031,118,20k-40k,"Music Production, Pet Care"
408,18-24,Male,Suburban,Spanish,Bachelor,3039,294,Mobile + Desktop,4.6,6.0,0.085,0.057,55,60k-80k,"Pet Care, DIY Crafts, Gourmet Cooking"
409,55-64,Male,Urban,Mandarin,Master,6069,466,Mobile Only,4.4,5.7,0.018,0.025,50,60k-80k,"Gourmet Cooking, Data Science, Travel and Adventure, Fashion Modelling"
410,18-24,Male,Rural,Spanish,Bachelor,9365,205,Mobile + Desktop,2.8,5.9,0.145,0.05,24,40k-60k,"Pet Care, Music Production"
411,25-34,Female,Rural,Hindi,High School,4913,316,Desktop Only,2.5,4.4,0.18,0.081,100,20k-40k,"Gaming, Reading and Literature, DIY Crafts"
412,65+,Male,Urban,Mandarin,Technical,3669,161,Desktop Only,2.0,3.7,0.024,0.047,42,40k-60k,"Gaming, DIY Crafts"
413,65+,Female,Suburban,English,PhD,5554,23,Mobile Only,3.7,2.6,0.158,0.095,108,60k-80k,Eco-Friendly Living
414,35-44,Male,Rural,English,Technical,3250,334,Desktop Only,1.8,6.8,0.072,0.085,36,60k-80k,Gourmet Cooking
415,45-54,Male,Urban,Mandarin,Master,9897,155,Desktop Only,1.6,5.3,0.191,0.033,158,100k+,"Fitness and Wellness, Gourmet Cooking"
416,35-44,Male,Rural,Hindi,PhD,6514,435,Tablet,2.1,4.1,0.135,0.04,62,80k-100k,"Software Engineering, Fitness and Wellness"
417,25-34,Female,Urban,English,PhD,4757,66,Mobile Only,1.3,7.6,0.032,0.042,171,0-20k,"Eco-Friendly Living, Pet Care, Digital Marketing"
418,25-34,Female,Suburban,English,High School,7047,220,Mobile + Desktop,3.6,1.3,0.132,0.063,152,0-20k,"Fitness and Wellness, Fashion Modelling"
419,45-54,Male,Rural,Spanish,Master,8043,277,Mobile Only,3.3,7.0,0.099,0.029,86,40k-60k,Gaming
420,45-54,Male,Urban,Spanish,Bachelor,3762,219,Desktop Only,2.7,8.0,0.045,0.097,54,80k-100k,"Gourmet Cooking, Fitness and Wellness, Gardening, Digital Marketing"
421,45-54,Female,Rural,Hindi,High School,4582,26,Tablet,2.3,7.2,0.21,0.061,56,40k-60k,"Gaming, Reading and Literature"
422,45-54,Female,Rural,Mandarin,High School,4897,295,Mobile Only,4.6,6.7,0.003,0.04,90,60k-80k,"Reading and Literature, Eco-Friendly Living, Fitness and Wellness"
423,18-24,Female,Rural,Hindi,Technical,5168,353,Mobile Only,0.6,3.6,0.078,0.065,119,80k-100k,"Pet Care, Investing and Finance, Eco-Friendly Living, Reading and Literature"
424,35-44,Male,Rural,Mandarin,Technical,5580,212,Desktop Only,4.0,2.6,0.003,0.04,154,100k+,"Gaming, Gourmet Cooking"
425,18-24,Female,Urban,English,Technical,8133,108,Desktop Only,4.6,6.1,0.024,0.082,57,80k-100k,"Software Engineering, Eco-Friendly Living"
426,35-44,Female,Suburban,Spanish,High School,1083,288,Mobile Only,2.5,3.1,0.074,0.057,70,0-20k,"Fashion Modelling, Travel and Adventure"
427,35-44,Female,Urban,Hindi,Bachelor,5707,218,Desktop Only,3.0,2.2,0.014,0.004,121,20k-40k,"Digital Marketing, Eco-Friendly Living, Gourmet Cooking, Travel and Adventure"
428,55-64,Male,Urban,Hindi,PhD,8643,138,Desktop Only,4.8,6.5,0.149,0.018,47,40k-60k,"Gardening, Pet Care"
429,25-34,Male,Urban,Mandarin,Technical,9571,344,Desktop Only,1.5,3.2,0.022,0.086,86,0-20k,"Fitness and Wellness, Eco-Friendly Living, Gourmet Cooking"
430,18-24,Female,Suburban,Mandarin,Bachelor,2007,297,Desktop Only,2.8,7.4,0.175,0.056,155,100k+,Investing and Finance
431,18-24,Male,Rural,Hindi,Master,7024,261,Desktop Only,2.6,6.9,0.013,0.095,68,80k-100k,"Software Engineering, Digital Marketing"
432,45-54,Female,Rural,Mandarin,Technical,9316,274,Tablet,1.7,6.9,0.015,0.007,141,20k-40k,"Gourmet Cooking, Pet Care, Software Engineering"
433,45-54,Female,Rural,Hindi,PhD,8837,280,Desktop Only,4.2,6.4,0.076,0.03,117,60k-80k,"Eco-Friendly Living, Music Production, Gaming, Investing and Finance"
434,18-24,Female,Suburban,Hindi,Master,4274,421,Mobile + Desktop,4.5,7.2,0.224,0.019,139,40k-60k,"Travel and Adventure, Fashion Modelling, Reading and Literature"
435,18-24,Male,Rural,Hindi,Master,9180,417,Mobile Only,4.0,6.6,0.16,0.055,173,0-20k,"Digital Marketing, Photography, Gaming, Gardening"
436,45-54,Female,Suburban,English,PhD,7365,197,Tablet,1.4,5.2,0.193,0.038,58,40k-60k,"Gaming, Digital Marketing"
437,18-24,Male,Rural,Mandarin,Technical,9397,428,Tablet,0.9,3.1,0.035,0.016,69,40k-60k,Eco-Friendly Living
438,55-64,Male,Rural,Spanish,High School,2090,223,Desktop Only,3.2,7.2,0.209,0.064,6,60k-80k,"Music Production, Data Science, Software Engineering, Investing and Finance"
439,45-54,Female,Urban,Spanish,PhD,5696,292,Mobile Only,0.8,6.9,0.002,0.054,136,100k+,"Investing and Finance, Fitness and Wellness, Fashion Modelling"
440,18-24,Male,Suburban,Mandarin,PhD,4098,220,Mobile + Desktop,3.5,4.3,0.053,0.027,82,80k-100k,"Digital Marketing, Photography, Gardening"
441,18-24,Female,Urban,Hindi,PhD,3875,374,Desktop Only,2.9,1.3,0.154,0.048,36,20k-40k,Photography
442,65+,Female,Urban,Spanish,Master,9212,85,Mobile Only,3.5,5.5,0.094,0.075,104,100k+,Photography
443,25-34,Male,Urban,Spanish,Bachelor,4745,157,Desktop Only,3.2,1.4,0.246,0.021,134,60k-80k,"Gourmet Cooking, Fashion Modelling, Photography"
444,25-34,Male,Suburban,Mandarin,High School,2161,330,Desktop Only,2.4,7.5,0.008,0.029,108,80k-100k,"Software Engineering, Data Science, Gardening, Pet Care"
445,55-64,Female,Suburban,Spanish,Technical,4587,222,Desktop Only,1.4,7.7,0.25,0.035,146,20k-40k,"Eco-Friendly Living, Data Science, Reading and Literature, Pet Care"
446,55-64,Female,Rural,Hindi,Technical,4535,442,Desktop Only,1.9,2.3,0.156,0.075,152,80k-100k,"Software Engineering, Reading and Literature"
447,65+,Male,Urban,Mandarin,Bachelor,2744,118,Desktop Only,2.9,5.7,0.14,0.085,93,60k-80k,Gardening
448,45-54,Male,Rural,Hindi,PhD,1145,138,Desktop Only,3.4,1.6,0.015,0.038,53,40k-60k,"Gardening, Travel and Adventure, Eco-Friendly Living, Music Production"
449,25-34,Male,Urban,Spanish,High School,8051,19,Desktop Only,4.0,6.1,0.068,0.03,140,20k-40k,Fitness and Wellness
450,18-24,Male,Suburban,Spanish,Technical,6549,56,Mobile + Desktop,4.0,3.4,0.231,0.089,178,100k+,"Gardening, Pet Care"
451,45-54,Male,Suburban,Hindi,Technical,2781,388,Tablet,4.9,5.8,0.089,0.1,153,80k-100k,"Data Science, Travel and Adventure, Gaming, Investing and Finance"
452,35-44,Male,Suburban,English,PhD,3299,324,Mobile + Desktop,1.8,3.6,0.165,0.067,91,100k+,"Eco-Friendly Living, Gardening, Fitness and Wellness"
453,35-44,Female,Urban,Spanish,Bachelor,6868,105,Desktop Only,0.8,2.0,0.25,0.099,164,40k-60k,Travel and Adventure
454,55-64,Male,Suburban,English,High School,9230,455,Desktop Only,2.1,3.8,0.066,0.066,12,0-20k,Data Science
455,18-24,Male,Urban,Spanish,Bachelor,7540,112,Mobile + Desktop,3.8,1.8,0.144,0.073,105,100k+,"DIY Crafts, Photography"
456,35-44,Female,Rural,English,Bachelor,8733,389,Mobile + Desktop,2.5,5.0,0.174,0.039,20,60k-80k,"Photography, Gaming"
457,18-24,Male,Urban,English,High School,2650,351,Tablet,4.2,1.3,0.041,0.043,44,60k-80k,Gaming
458,35-44,Male,Rural,English,High School,4325,155,Mobile + Desktop,3.0,4.7,0.037,0.014,110,60k-80k,"Gaming, Reading and Literature, Investing and Finance"
459,18-24,Male,Urban,Hindi,Technical,696,377,Tablet,4.7,7.2,0.114,0.082,31,100k+,"Data Science, Software Engineering, Photography, Digital Marketing"
460,18-24,Male,Rural,English,Technical,6154,439,Desktop Only,4.8,6.9,0.096,0.093,108,100k+,"Gaming, Data Science, Fitness and Wellness"
461,18-24,Female,Suburban,English,High School,1605,425,Mobile Only,0.8,7.2,0.179,0.062,109,100k+,Reading and Literature
462,45-54,Female,Rural,English,Master,9153,36,Mobile Only,2.6,7.5,0.017,0.034,150,80k-100k,"Eco-Friendly Living, Music Production, Gardening, Gourmet Cooking"
463,45-54,Female,Suburban,Spanish,Technical,6568,229,Mobile Only,3.2,1.7,0.243,0.015,39,100k+,"Gaming, DIY Crafts, Photography"
464,35-44,Female,Suburban,English,Master,7336,27,Mobile Only,1.7,1.9,0.004,0.027,117,100k+,"Investing and Finance, Travel and Adventure"
465,65+,Male,Rural,Spanish,High School,1651,176,Desktop Only,2.3,4.9,0.15,0.026,56,80k-100k,"Investing and Finance, Gourmet Cooking, Software Engineering"
466,25-34,Male,Urban,English,Technical,6952,442,Mobile Only,3.5,7.3,0.141,0.061,147,100k+,Fashion Modelling
467,25-34,Female,Urban,English,Bachelor,1549,486,Mobile + Desktop,1.5,7.8,0.034,0.095,57,80k-100k,Gourmet Cooking
468,55-64,Female,Urban,Hindi,High School,6053,91,Mobile + Desktop,3.2,1.3,0.038,0.005,95,40k-60k,"Travel and Adventure, Data Science, DIY Crafts"
469,25-34,Male,Urban,Spanish,PhD,8556,437,Mobile Only,3.6,3.5,0.198,0.0,85,80k-100k,"Investing and Finance, Software Engineering, Pet Care"
470,65+,Female,Urban,English,Master,8142,81,Mobile + Desktop,0.9,2.5,0.222,0.06,108,20k-40k,"Software Engineering, Gardening"
471,18-24,Female,Suburban,Spanish,High School,2759,319,Tablet,2.7,6.3,0.071,0.028,70,60k-80k,"Digital Marketing, Data Science"
472,65+,Female,Urban,Spanish,High School,7609,488,Desktop Only,1.7,5.5,0.109,0.088,117,100k+,"Fashion Modelling, Reading and Literature, Digital Marketing"
473,18-24,Female,Suburban,Mandarin,Technical,7993,263,Mobile Only,3.8,1.8,0.089,0.033,35,0-20k,"Fitness and Wellness, Reading and Literature"
474,55-64,Male,Suburban,Hindi,Technical,7545,171,Mobile Only,1.4,4.4,0.018,0.029,65,100k+,"Travel and Adventure, Eco-Friendly Living"
475,35-44,Male,Suburban,Hindi,Technical,2821,336,Desktop Only,4.5,5.8,0.168,0.027,105,20k-40k,Reading and Literature
476,65+,Male,Rural,Hindi,PhD,9754,429,Mobile + Desktop,2.4,6.5,0.206,0.014,109,20k-40k,"Gourmet Cooking, Reading and Literature, Fashion Modelling, Fitness and Wellness"
477,18-24,Male,Rural,Mandarin,Technical,9737,411,Desktop Only,1.4,1.1,0.076,0.058,102,20k-40k,Digital Marketing
478,35-44,Male,Suburban,Mandarin,High School,3025,47,Desktop Only,2.5,7.2,0.248,0.017,38,20k-40k,"Gardening, Fashion Modelling, Software Engineering"
479,65+,Female,Rural,Hindi,Technical,9924,452,Mobile + Desktop,2.3,5.0,0.019,0.042,63,60k-80k,"DIY Crafts, Music Production, Fashion Modelling, Travel and Adventure"
480,35-44,Female,Urban,Mandarin,Bachelor,7204,402,Desktop Only,2.4,6.7,0.165,0.046,7,60k-80k,"Digital Marketing, Fitness and Wellness, Photography"
481,45-54,Male,Urban,Mandarin,Technical,6340,210,Mobile + Desktop,3.1,6.7,0.112,0.002,21,0-20k,"DIY Crafts, Music Production, Investing and Finance"
482,45-54,Male,Suburban,Mandarin,PhD,612,209,Mobile + Desktop,2.8,2.3,0.112,0.002,82,80k-100k,Photography
483,35-44,Female,Urban,Hindi,Bachelor,315,264,Desktop Only,1.2,1.8,0.114,0.052,50,0-20k,"Pet Care, Eco-Friendly Living, Travel and Adventure, Investing and Finance"
484,45-54,Male,Suburban,Hindi,High School,7399,188,Tablet,0.8,6.0,0.065,0.07,170,40k-60k,"Photography, Investing and Finance"
485,35-44,Male,Suburban,Hindi,High School,3253,44,Mobile + Desktop,3.8,2.1,0.179,0.094,39,80k-100k,"Investing and Finance, Digital Marketing, Gaming"
486,55-64,Male,Urban,Mandarin,Master,7550,91,Desktop Only,3.0,6.9,0.18,0.018,133,40k-60k,"Travel and Adventure, Gardening, Pet Care"
487,18-24,Female,Rural,Hindi,Bachelor,1806,398,Mobile + Desktop,2.1,6.1,0.071,0.01,116,40k-60k,"Eco-Friendly Living, Pet Care"
488,25-34,Male,Urban,Mandarin,Master,1667,407,Tablet,4.1,6.9,0.209,0.005,161,100k+,"Fitness and Wellness, Music Production"
489,65+,Male,Urban,English,Bachelor,1228,229,Tablet,2.2,3.1,0.079,0.044,136,0-20k,"Digital Marketing, Travel and Adventure"
490,55-64,Female,Suburban,Mandarin,Bachelor,3610,167,Mobile Only,4.1,3.2,0.181,0.062,65,20k-40k,"Pet Care, Gourmet Cooking"
491,35-44,Female,Suburban,Spanish,PhD,7967,13,Mobile + Desktop,1.9,5.7,0.03,0.084,101,0-20k,"Music Production, Data Science, Fashion Modelling, Photography"
492,45-54,Male,Suburban,Hindi,Master,2465,176,Mobile + Desktop,0.8,1.2,0.042,0.068,149,0-20k,Software Engineering
493,25-34,Female,Suburban,Hindi,PhD,5683,477,Desktop Only,4.7,6.1,0.079,0.021,160,100k+,"Photography, Eco-Friendly Living"
494,25-34,Male,Rural,Spanish,Bachelor,4997,457,Mobile + Desktop,2.3,6.9,0.148,0.046,94,80k-100k,"Investing and Finance, Photography, Gourmet Cooking"
495,35-44,Male,Rural,Mandarin,High School,5818,418,Mobile Only,4.1,3.9,0.161,0.091,140,100k+,"Music Production, Investing and Finance"
496,25-34,Male,Rural,English,Bachelor,6101,421,Tablet,1.8,6.4,0.099,0.033,166,40k-60k,Digital Marketing
497,35-44,Female,Suburban,Spanish,PhD,4667,213,Tablet,3.4,2.2,0.019,0.05,63,100k+,"Reading and Literature, Software Engineering, DIY Crafts"
498,18-24,Female,Suburban,Spanish,Master,9371,203,Mobile Only,4.4,3.3,0.093,0.096,22,0-20k,"Travel and Adventure, Photography"
499,65+,Male,Suburban,Mandarin,Master,2841,244,Mobile + Desktop,0.7,7.8,0.172,0.073,99,60k-80k,"Digital Marketing, Gardening"
500,65+,Male,Rural,Hindi,PhD,3120,215,Mobile + Desktop,4.2,7.9,0.168,0.075,159,20k-40k,"Gourmet Cooking, Travel and Adventure"
501,45-54,Female,Suburban,Mandarin,Master,6356,159,Mobile Only,3.1,4.6,0.04,0.025,20,20k-40k,"DIY Crafts, Music Production"
502,35-44,Female,Urban,Spanish,Technical,328,168,Desktop Only,3.2,7.5,0.002,0.041,14,80k-100k,Music Production
503,25-34,Female,Urban,Spanish,High School,8462,288,Tablet,2.9,4.7,0.188,0.008,108,80k-100k,"Pet Care, Digital Marketing"
504,55-64,Female,Suburban,Hindi,High School,394,313,Mobile Only,4.4,3.0,0.027,0.061,80,0-20k,"Gaming, Investing and Finance, Fashion Modelling"
505,45-54,Male,Urban,Hindi,High School,4384,413,Mobile Only,0.7,2.9,0.021,0.01,154,0-20k,"Investing and Finance, Gaming, Data Science, Gourmet Cooking"
506,25-34,Female,Urban,Hindi,Master,8717,390,Mobile + Desktop,1.7,7.5,0.001,0.084,20,40k-60k,"Eco-Friendly Living, Photography, DIY Crafts, Gaming"
507,55-64,Male,Rural,Mandarin,Master,6901,175,Tablet,4.4,2.2,0.108,0.081,16,80k-100k,"Photography, Eco-Friendly Living, Reading and Literature"
508,55-64,Female,Suburban,Hindi,Bachelor,1018,320,Mobile + Desktop,3.9,5.1,0.126,0.053,79,60k-80k,"Investing and Finance, Gardening"
509,55-64,Male,Suburban,Spanish,Bachelor,598,77,Mobile Only,0.6,4.9,0.159,0.014,133,40k-60k,"Pet Care, Fashion Modelling, Digital Marketing, Eco-Friendly Living"
510,45-54,Female,Rural,Spanish,High School,2909,472,Desktop Only,2.8,6.2,0.074,0.003,31,40k-60k,"DIY Crafts, Fashion Modelling, Gaming"
511,45-54,Female,Urban,English,Technical,5061,97,Tablet,2.9,4.5,0.178,0.08,16,20k-40k,"Fitness and Wellness, Reading and Literature, Data Science"
512,35-44,Male,Urban,Mandarin,Bachelor,9117,226,Mobile Only,2.3,2.9,0.042,0.06,34,60k-80k,Pet Care
513,55-64,Male,Suburban,English,Bachelor,3879,10,Mobile Only,1.8,2.2,0.208,0.071,13,40k-60k,"DIY Crafts, Eco-Friendly Living"
514,55-64,Female,Urban,Spanish,Master,2218,144,Desktop Only,3.6,5.3,0.143,0.03,57,0-20k,DIY Crafts
515,18-24,Male,Rural,English,Technical,6491,194,Mobile Only,1.4,6.0,0.146,0.051,58,80k-100k,"DIY Crafts, Travel and Adventure, Gardening"
516,18-24,Female,Rural,Spanish,High School,245,360,Mobile Only,4.1,5.0,0.052,0.075,169,80k-100k,"Reading and Literature, Gourmet Cooking, Digital Marketing, Data Science"
517,25-34,Male,Suburban,English,Bachelor,8042,149,Tablet,4.1,6.2,0.019,0.046,174,40k-60k,Software Engineering
518,55-64,Male,Rural,Hindi,Technical,4665,115,Tablet,2.4,2.0,0.116,0.06,53,20k-40k,"Music Production, Fashion Modelling"
519,65+,Male,Rural,English,Technical,292,142,Tablet,1.8,7.2,0.154,0.079,8,80k-100k,Data Science
520,25-34,Male,Suburban,Hindi,High School,5287,117,Mobile + Desktop,1.8,5.1,0.024,0.022,83,40k-60k,"Pet Care, Fitness and Wellness, Music Production"
521,35-44,Male,Rural,Hindi,Technical,6737,187,Desktop Only,2.7,1.9,0.238,0.007,95,60k-80k,"Travel and Adventure, Digital Marketing, DIY Crafts"
522,25-34,Female,Rural,Mandarin,Technical,8343,307,Tablet,3.7,4.2,0.245,0.053,83,0-20k,Pet Care
523,65+,Male,Rural,Hindi,Technical,2510,367,Mobile + Desktop,2.1,6.9,0.136,0.006,163,60k-80k,"Fitness and Wellness, Digital Marketing, Gourmet Cooking"
524,55-64,Male,Urban,Hindi,Bachelor,1920,389,Mobile + Desktop,3.2,7.3,0.238,0.077,107,100k+,"Gourmet Cooking, Gardening, Software Engineering, Gaming"
525,55-64,Male,Suburban,English,High School,3064,405,Desktop Only,2.2,2.9,0.045,0.072,115,0-20k,"Pet Care, Reading and Literature"
526,35-44,Female,Suburban,Spanish,Technical,2621,368,Desktop Only,1.9,6.0,0.006,0.088,62,100k+,Music Production
527,35-44,Female,Suburban,Mandarin,Technical,2668,155,Mobile Only,0.6,1.7,0.01,0.064,86,100k+,"Digital Marketing, Fashion Modelling, Investing and Finance"
528,25-34,Male,Urban,Hindi,Bachelor,5982,459,Mobile + Desktop,0.5,1.2,0.147,0.007,136,100k+,"Fashion Modelling, Photography"
529,18-24,Male,Urban,Mandarin,High School,1967,83,Tablet,1.5,4.9,0.015,0.025,26,60k-80k,"Photography, Data Science, Pet Care"
530,55-64,Female,Suburban,English,Master,7565,472,Desktop Only,2.3,5.9,0.24,0.081,135,60k-80k,"Software Engineering, Music Production, Reading and Literature"
531,55-64,Female,Urban,Hindi,Bachelor,7702,487,Mobile + Desktop,4.3,6.6,0.035,0.017,83,100k+,"Music Production, Gardening"
532,65+,Female,Suburban,English,High School,3299,117,Tablet,4.1,3.4,0.076,0.07,103,80k-100k,"Music Production, Investing and Finance, Data Science, Software Engineering"
533,65+,Male,Urban,Mandarin,Technical,6203,131,Mobile + Desktop,1.7,1.0,0.206,0.078,179,20k-40k,"Eco-Friendly Living, Investing and Finance"
534,35-44,Female,Rural,English,High School,340,26,Desktop Only,1.6,4.4,0.055,0.033,42,20k-40k,Software Engineering
535,45-54,Male,Rural,Mandarin,High School,3540,205,Mobile Only,1.5,1.1,0.061,0.032,165,40k-60k,"Software Engineering, Eco-Friendly Living"
