Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
195796000291580,Dr Rajesh Jale,Dr Rajesh Jale,870,7
113096458461914,Ashok M Pattan,Ashok M Pattan,870,2
1773510082921157,Anand Kothari,Anand Kothari,869,9
104840792530121,Maximiliest,These ads ran without a disclaimer,869,3
116410024810370,Mahadeo Kondhare,Mahadeo Kondhare,869,1
101345325225629,Om Katre,Om Katre,869,5
204141543414942,"Yogesh Verma ""Modi ka parivar""","Yogesh Verma ""Modi ka parivar""",867,1
448746235269739,Tamil Nadu Youth Congress,Tamil Nadu Youth Congress,865,2
105311512546404,Lokesh Geedkar,Lokesh Geedkar,865,5
731488567010231,Sidharth Rao INC,PSST Digital Intiatives Pvt Ltd,864,1
108420659007595,Telugu Desam Party: Ichchapuram,Telugu Desam Party: Ichchapuram,862,4
255877104573361,Sunny Mankar NCP,Sunny Mankar NCP,862,4
102735282371846,Stock analyst,These ads ran without a disclaimer,861,3
1854420811482241,News Updates,News Updates,861,4
102230188261599,Marwar Print,Marwar Print,860,2
108697102204999,Odisha Khabar,Odisha Khabar,860,2
421898227847617,BJP 143 Dombivli,BJP 143 Dombivli,859,3
252901507906296,Protisroti - প্ৰতিশ্ৰুতি,These ads ran without a disclaimer,859,1
101315943027219,NEWS EDGE ASSAM,NEWS EDGE ASSAM,858,9
100195048804779,KRJ Bharath,KRJ Bharath,857,1
166052499932760,Biruduraju Srikanthraju,Biruduraju Srikanthraju,857,5
117326998129685,Vijay Sharma Fans Club,Vijay Sharma Fans Club,855,7
269442696723658,Kuldeep Kumar - Deep Kamboj Malukpura,Kuldeep Kumar - Deep Kamboj Malukpura,854,4
304305389422394,ElectionMeter,Vinay Gupta,854,2
205278732829897,Prem Prakash Pandey,Prem Prakash Pandey,854,3
276850982168054,Bharat Kadam Patil,Third Eye Digital Marketing,853,3
535276120258626,खवय्ये पुणेकर,खवय्ये पुणेकर,853,6
2102757233344392,Monash University India,These ads ran without a disclaimer,853,3
103360725007421,Mahesh Pawale,Mahesh Pawale,852,3
180591601795937,Terrence Murphy,These ads ran without a disclaimer,852,4
298713833319170,Bangalore Rural Lok Sabha Constituency,irix Solutions,852,5
264969777714368,Sandeep Bhardwaj Khalila Panipat Gramin,Sandeep Bhardwaj Khalila Panipat Gramin,851,1
105796289248920,Mahendra Singh Bharangar,These ads ran without a disclaimer,851,2
130325143490785,Munish Goyal Barwala,Munish Goyal Barwala,850,12
111985721520765,Lemonnnnn-CZ,These ads ran without a disclaimer,850,21
105397405621049,Amrita Dasgupta,Amrita Dasgupta,850,5
111043951733389,Pawan Yadav,Pawan Yadav,850,1
116857958105044,Sonia Vlogs,Sonia Vlogs,850,9
105030061197491,The Political Partners,The Political Partners,849,2
197712980092340,Live India News,Live India News,849,7
112322331453027,Erik Kline,These ads ran without a disclaimer,849,3
1610572452566274,Dr. Charanjit Singh,Dr. Charanjit Singh,849,1
102999136090954,ई. शैलेन्द्र मंडल,ई. शैलेन्द्र मंडल,848,3
111325901460249,Ugra Narasimhareddy Mukku,Ravi Reddy,848,1
491706024535505,Panchayati Times,Panchayati Times,848,3
523373884714111,द लोकतंत्र - The Loktantra,द लोकतंत्र - The Loktantra,848,4
104536552106483,அதிமுக விவேகானந்தன் மாவட்ட செயலாளர் தகவல் தொழில்நுட்ப பிரிவு,அதிமுக விவேகானந்தன் மாவட்ட செயலாளர் தகவல் தொழில்நுட்ப பிரிவு,847,1
100595232275347,Special crime information bureau,Special crime information bureau,847,1
242565482852986,Prasanna Dada Jagtap,Prasanna Dada Jagtap,847,1
761676697526690,Kamli Bhatt BJP,Kamli Bhatt BJP,847,5
101562825781425,ந. அண்ணாதுரை சேலம் மக்களவைத் தொகுதி,ந. அண்ணாதுரை சேலம் மக்களவைத் தொகுதி,847,1
278109235385863,Devendra Kumar Jain,Sabajaj Truck Empire,847,1
1092327357488533,Munirathna,Munirathna,847,3
306848259178158,Suprit Behera,Arnab Digital,847,1
162895144303809,VATS REAL ESTATE,VATS REAL ESTATE,847,2
110614351520190,Virugai VN Ravi,Virugai VN Ravi,847,2
105083489165410,new housing projects,These ads ran without a disclaimer,847,2
277370288782974,Vanteru Pratap Reddy,Hindustan Enterprises,847,4
109883755518170,GSP Assam Pradesh,GSP Assam Pradesh,847,2
1772249123015789,Pradeep Negi,Pradeep Negi,847,1
121863204244233,PATNA VLOGS,PATNA VLOGS,847,2
107947638563385,चौपाटी,चौपाटी,847,1
108811768992047,Indiastatedu,Datanet India Private Limited,847,1
104268518198187,भारतीय अपना समाज पार्टी,भारतीय अपना समाज पार्टी,847,5
104600178789810,123Network,123Network,847,1
102464458583665,आएगा तो मोदी ही- Team Namo,आएगा तो मोदी ही- Team Namo,847,14
101841261871453,ਅਰਸ ਉਮਰੀਆਣਾ - ਸਾਇਕਲ ਵਾਲਾ,ਅਰਸ ਉਮਰੀਆਣਾ - ਸਾਇਕਲ ਵਾਲਾ,847,1
596902420442708,Haji Muslim Khan,Haji Muslim Khan,847,1
232702796587579,AP-TDP-Future,Impulsive Political Consultancy,846,2
104608647994327,Aspire Fintech,These ads ran without a disclaimer,846,1
104595735374833,रविंद्र चव्हाण - नेता जनसामान्यांचा,रविंद्र चव्हाण - नेता जनसामान्यांचा,846,3
102635888319053,Bonda Siddhartha,Digital Wala Company,846,5
103172375817700,Shera Purohit,Shera Purohit,845,2
325543144130309,Patiala Helpclub Punjab,Patiala Helpclub Punjab,845,1
185008006479383,News Hindustan Today,News Hindustan Today,844,1
2376411045917501,Damodar Agrawal FanClub,Damodar Agrawal FanClub,843,5
108797972109475,Games Promotion,These ads ran without a disclaimer,843,3
178674032006650,Nirmal Harihar,Nirmal Harihar,843,3
112103499637377,Goutam Paul,Md Safwan,842,2
109912367053951,MLA.Balasaheb Murkute Updates,MLA.Balasaheb Murkute Updates,842,1
101252214559251,GD Books Thiruvananthapuram,GD Books Thiruvananthapuram,841,3
663395497178201,Rahul Sharma,Digiciti Online IMC (OPC) Pvt. Ltd.,840,4
100796241485163,Bebak Aawaz,Bebak Aawaz,840,2
104334459430192,Md Sohaib,Md Sohaib,840,3
103709111117189,The Mauryan Empire,The Mauryan Empire,840,3
295087677024280,"Rajesh Kumar , Manoj Pradhan",RAJESH KUMAR,840,3
303194220287174,Atul Bhansali,Webtix,840,5
109684898760338,Bhilai Truck Trailer Transporters Association,Bhilai Truck Trailer Transporters Association,839,5
102541175126577,Rasheed Alam,Rasheed Alam,839,1
103087011290808,इंजीनियर सूरज भैया मुरैना,इंजीनियर सूरज भैया मुरैना,839,1
232089203328641,pawhub.mumbai,These ads ran without a disclaimer,839,1
140861612672485,Umesh Gautam,Umesh Gautam,838,2
1900593339984633,Amit Nanda,Amit Nanda,838,3
1008679835869143,Satish Chandra Dubey,Satish Chandra Dubey,838,2
165062260025541,S.ஜெயக்குமார் - JK.MLA,S.ஜெயக்குமார் - JK.MLA,838,2
1468706606690304,Dr. S A Sampath Kumar INC,Dr. S A Sampath Kumar INC,838,9
113396761650209,Mohd Naseem,These ads ran without a disclaimer,838,1
2162679157355703,Mahesh Ambedkar,Mahesh Ambedkar,838,3
1539884952921760,Ravindra Sahu Jhoomarwala,LIVE NOTIFIED,837,7
1432798400268464,Parduymn Rajput,Parduymn Rajput,836,7
144370772891417,Hitesh Vishwakarma,Hitesh Vishwakarma,835,1
102312568938707,Pentahub,Pentahub,835,1
348067106591,Grow-Trees.com,These ads ran without a disclaimer,835,1
323160477540452,Team Bhai Amritpal Singh Ji,These ads ran without a disclaimer,835,1
173646839176685,Stand O’Food City:2,These ads ran without a disclaimer,835,3
1748703802076467,Jaya House Hotels,These ads ran without a disclaimer,835,1
110612431725033,Aleksa,These ads ran without a disclaimer,835,1
180487125140786,Tyler Graham,These ads ran without a disclaimer,835,5
105442281846241,Dr Mayur More,Dr Mayur More,835,2
1602881640012899,Mahendra Bohra Page,Mahendra Bohra Page,834,2
620205611797165,Vanteru Prathap Reddy,Vanteru Prathap Reddy,833,2
111906617989072,madhuravisweswaran,These ads ran without a disclaimer,832,2
1716139008675954,Reena Gupta,Reena Gupta,832,14
103900908717920,mad.adwoman,These ads ran without a disclaimer,832,1
101495634753247,सिद्धार्थ जयंत मलैया,सिद्धार्थ जयंत मलैया,832,4
115765018165636,Sunil Kumar,Sunil ydv SS,832,2
110117772011277,Vivek Rastogi,Vivek Rastogi,832,2
106063815900291,गावरानं वादळ,गावरानं वादळ,831,6
106219838332329,Impuse Solution,பாஜக திருப்பூர் வடக்கு மாவட்டம்,831,9
110219314065233,Brahm Varchas,Help Together Group,831,1
209499332256634,Navmac Upvc windows and Doors,Navmac Upcv windows and Doors,831,2
319580544844632,Guru Entertainment Bhojpuri,Guru Entertainment Bhojpuri,830,9
109294181997584,V. Ramu ADMK,V. Ramu ADMK,830,8
136354822894184,Powerlink Gorakhnath Official,These ads ran without a disclaimer,829,6
109412474144299,Sarkari Yojna Information,These ads ran without a disclaimer,829,2
226059663920538,Team Kakarla Suresh,Digital Wala Company,828,18
470929816335236,Veer Sen Yadav,Veer Sen Yadav,827,7
979842258813636,Chetan Wanchoo,Chetan Wanchoo,827,3
236805449516373,सुगत वाघमारे साहेब समर्थक,NewSoft Solutions,825,1
204685936069650,Bhagaji Thakor,Bhagaji Thakor,825,1
106789174369508,Kothamangalam Stories,Kothamangalam Stories,825,7
273968290208430,Divyanshu Giri,Promowork,824,4
135683886304775,We Support Dr CB Chhetri,We Support Dr CB Chhetri,823,1
646386235525918,Guru Amar Dass Adarsh Institute,These ads ran without a disclaimer,823,1
149939051545499,My Avatar Puzzle,These ads ran without a disclaimer,822,5
109047395361260,Sougata Dutta II,Sougata Dutta II,821,13
1819874578293713,Uttar Pradesh Rajputana,Uttar Pradesh Rajputana,820,6
337156936140971,vijay_sir_investment_trader,These ads ran without a disclaimer,820,2
144986472377973,Abhimanyu Poonia,Websikar Technologies Pvt. Ltd.,819,2
552200955180662,Pradhuman Singh Tomar,Pradhuman Singh Tomar,819,1
129859280206150,Kent Kelley,These ads ran without a disclaimer,818,1
296085870587541,K.B Prasanna Kumar Fans page Shivamogga,K.B Prasanna Kumar Fans page Shivamogga,818,2
113914497400326,Baba Gazi Dass Ji Club Register Roper-PUNJAB,Baba Gazi Dass Ji Club Register Roper-PUNJAB,817,1
2318091875103419,Er Narinder Singh,Er Narinder Singh,816,13
103039086127264,Ashish Giri Goswami,Ashish Giri Goswami,815,2
241309722408050,traders_nitin31,These ads ran without a disclaimer,815,1
266658694147256,Deepti Singh - दीप्ती सिंह,Deepti Singh - दीप्ती सिंह,815,2
104382322729740,Kunwar Sikarwar,Kunwar Sikarwar,815,6
246587865985431,Walter Infinito,These ads ran without a disclaimer,815,1
582896129056243,Trading targets,Trading targets,815,3
180112725187292,baseman42o,These ads ran without a disclaimer,813,4
230632930126356,Dr. Deepak Raj,Dr. Deepak Raj,812,1
221802324361087,Congress For Sangli,Team Vishal,812,2
118702982116102,Rajendra Gehlot,Rajendra Gehlot,811,1
102998922419077,Gurveer Gollu Bajwa,Gurveer Gollu Bajwa,811,4
2082424261866450,Vii Media,Vii Media,811,2
108333682198782,Er Tilak Singh Kuntal,Er Tilak Singh Kuntal,810,14
214688341737851,Rashmi Neeraj Maurya,Rashmi Neeraj Maurya,810,9
363679777066860,Jitin Prasada,Jitin Prasada,810,1
168692973003484,समर्थक डा० चन्दन कुमार गोंड,Tejas Enterprises,810,11
100658104855619,Lexus New Delhi,These ads ran without a disclaimer,810,1
607954932743948,Manish Patel,Manish Patel,809,2
125724913759628,Digital Tech In,Digital Tech Idea,808,6
268500073009640,अरवल मंदिर समिति,अरवल मंदिर समिति,808,4
115181678138520,Relation First Digital Marketing Pvt Ltd,Relation First Digital Marketing Pvt Ltd,807,1
100574329511486,Anita Yadav Gorakhpur,Anita Yadav Gorakhpur,807,1
106745137876167,Sanjay kumar singh,Sanjay kumar singh,806,1
194029747133804,Bharat Purohit,IB Webtech,806,2
115863403494746,M S Anil Kumar,M S Anil Kumar,806,3
106480475566850,Kaushal Dave,Kaushal Dave,805,5
104817894981469,Ola Electric,These ads ran without a disclaimer,804,1
108566618746805,Khondekar Imtejaj Ali,Khondekar Imtejaj Ali,803,2
113514074667340,Herby Angel,Herby Angel,803,1
107341742222084,Manu halegoudra,Manu halegoudra,802,3
246273938571596,Lifestyle Expo Business & Investors Conference 2024,These ads ran without a disclaimer,800,6
1449282782007736,Punjab Kesari Haryana,Punjab Kesari Haryana,800,1
103639846033011,Dr. Anukriti Chaudhary,Dr. Anukriti Chaudhary,800,1
109596204721158,Paramjit Thakur BJP,Paramjit Thakur BJP,800,2
105789825325367,We Support Trivendra Singh Rawat,We Support Trivendra Singh Rawat,800,3
2773013769589903,BJP Pune,Gothic Digital,800,1
447093328780745,Sanjay Waghule,Sanjay Waghule,800,1
108419407701493,Sravan Vurapalli,Sravan Vurapalli,800,2
332888687278313,Rakhi Gautam,Rakhi Gautam,800,1
106652634472427,Vota Survey,Vota Survey,800,1
1722943941261677,Dr.P.Saravanan,These ads ran without a disclaimer,800,1
103592949365259,Girdhani Fuel Service,Girdhani Fuel Service,800,1
509210072562359,Prasanta Behera,Prasanta Behera,800,2
181744175032417,Gunturu Venkata Narasimha Rao,Gunturu Venkata Narasimha Rao,800,2
103955824907867,Karnal Kesari,Karnal Kesari,800,1
106703111083447,Rajkaran Baidwan Sohana,Rajkaran Baidwan Sohana,800,1
159041347295510,Kunnal Bali Mehta - BJP,Kunnal Bali Mehta - BJP,800,1
114648806633875,"VM Shanmugasundaram M.A.,","VM Shanmugasundaram M.A.,",800,2
1622408948038140,Bandhan Bank,These ads ran without a disclaimer,799,1
106299185623786,"Vivek Seth ""मोनू""","Vivek Seth ""मोनू""",799,3
107030459372509,Ecozen,These ads ran without a disclaimer,799,4
1547203878856559,Suraj Bhan Chauhan,Suraj Bhan Chauhan,798,10
100110022333853,Sanjeev Jyoti Sharma,Sanjeev Jyoti Sharma,798,13
581097272235320,Vijay Pal Singh,Vijay Pal Singh,798,5
807993282557566,Anshu Rawat,Anshu Rawat,797,1
112679210571116,Adivasi Tejashwini Herble product,These ads ran without a disclaimer,796,3
152392107964954,Rosato Mackenzie Olivia,These ads ran without a disclaimer,796,1
2003463643008224,Virat Bharat Desh,Virat Bharat Desh,796,1
107144805822613,Shiv Prasad Yadav,Shiv Prasad Yadav,796,8
104745449307794,Dr.Sanjay Kumar Das,These ads ran without a disclaimer,795,2
100853619171075,Gurpreet Bassi Gogi,Gurpreet Bassi Gogi,795,3
175535382314927,Tagwave Media & Advertising,Tagwave Media & Advertising,792,3
126817798717963,Vishal SEO,Vishal SEO,792,2
1352860048068815,Odisha Surakhya Sena,Odisha Surakhya Sena,788,8
265152580803589,Naringaram Patel nimbawas,Naringaram Patel nimbawas,788,4
383842045547764,Durga Tanti Fans Club,Durga Tanti Fans Club,786,6
102498881971853,OKNO Eyewearlabs,These ads ran without a disclaimer,785,2
102664989270611,K D R S Public Sr. Sec. School,K D R S Public Sr. Sec. School,785,7
111190810247161,Doulton India,These ads ran without a disclaimer,785,2
1452115381686950,Nishan Singh,Nishan Singh,785,1
108006373900442,MLA Shishpal Keharwala,MLA Shishpal Keharwala,784,12
103785715660922,Mangal Singh Bassi,Mangal Singh Bassi,784,1
216470652308918,Saroj Choudhary,Saroj Choudhary,784,8
257656731794433,The Juggernaut,These ads ran without a disclaimer,784,1
109148774209167,helponhunger,These ads ran without a disclaimer,783,5
100135116270618,Tharoorified\n\n,These ads ran without a disclaimer,782,3
308399515688648,Dr. Arvind Rajbhar 70 लोकसभा घोसी,AKANK SOLUTIONS,781,5
112571555032320,Dadasaheb Patil,Dadasaheb Patil,781,3
903163279841882,Raju Navghare,Raju Navghare,780,3
1589901644563842,Kanukula Janardhan Reddy Ex.MLC,Kanukula Janardhan Reddy Ex.MLC,780,1
108546134354996,S. B. Solar System Waaree Channel Partner,These ads ran without a disclaimer,780,1
200702719788866,IKIDZ Dharampur dehradun,IKIDZ Dharampur dehradun,780,1
1735584716762864,Dr. Sukhwinder Kumar Sukhi,Dr. Sukhwinder Kumar Sukhi,780,5
101651666179766,Rajesh Maheshwari,Rajesh Maheshwari,779,28
255357077668908,Sunilgowdakn.inc,These ads ran without a disclaimer,779,3
101564633258153,celio,These ads ran without a disclaimer,777,1
109966535518024,Telugu Desam Party: Amadalavalasa,Telugu Desam Party: Amadalavalasa,777,4
151569148034053,Siddhant Brajmohan Pathak,Siddhant Brajmohan Pathak,777,10
1465586993688128,Tirath Rana,Tirath Rana,777,4
212182118639564,Shankar Bagda,Shankar Bagda,777,1
107186775623094,24NewsDaily,24NewsDaily,777,12
100585059186821,Anagani Satya Prasad,Digital Wala,776,9
1194515433995245,Sai Kripa Law Academy,These ads ran without a disclaimer,775,1
501657093227970,Akash Fundkar,Akash Fundkar,774,2
110708921952011,Braj Kishor Tiwari,Braj Kishor Tiwari,773,1
658976454276877,B Shivanna,B Shivanna,772,2
111176331853878,Sumit Majumder,Sumit Majumder,772,8
1728445464133553,Subhash Singh,Deltacity Digital,771,5
280985471770511,Dr. Parthasarathi Fanclub,Dr. Parthasarathi Fanclub,771,3
447153545462179,चला हवा येऊ द्या,चला हवा येऊ द्या,771,8
101055327979728,श्री बाळा म्हात्रे- Bala Mhatre,श्री बाळा म्हात्रे- Bala Mhatre,770,2
102253082864860,Rahul Ramji Vyas,Rahul Ramji Vyas,770,3
554169914638673,Varsha Gaikwad,Varsha Gaikwad,770,5
110235160653297,Kamakshya Prasad Pradhan,Kamakshya Prasad Pradhan,770,3
919008964886327,Manish Pandey,Manish Pandey,770,2
231867010017706,mudra finance,These ads ran without a disclaimer,770,4
509286016171100,I Support DurVijay Shakya,I Support DurVijay Shakya,769,2
146408752690246,Devendra Jain,Devendra Jain,769,3
101199623080036,Vikas Jangid,Vikas Jangid,768,10
331011204347066,Satyanarayan Gangatade,Satyanarayan Gangatade,768,2
147461252582046,BJP Mission Uttarakhand,BJP Mission Uttarakhand,768,1
419318464900338,Rajveer Singh - Raju Bhaiya,Rajveer Singh - Raju Bhaiya,768,5
106091261106736,Kondam Upender Goud,Kondam Upender Goud,767,6
2108548316038017,TP Ramakrishnan,TP Ramakrishnan,767,6
247651415098733,Financial Education for Women,These ads ran without a disclaimer,767,1
100142075459581,Bablu Mandal,Labhanya Technologies Private Limited,766,2
271570539634415,Rahul Kajal,Rahul Kajal,766,4
166578723707047,Sanjeev Bittu Mayor,Sanjeev Bittu Mayor,765,1
102096317092734,Adv Amit Kharkhari,Amit Kharkhari,765,5
755825081098044,Rajendra Kumar Gehlot,Rajendra Kumar Gehlot,765,7
111290232069936,Sanjay Daguji Jadhav,Sanjay Daguji Jadhav,765,6
1325008754266596,Neha Kakkar Media,Neha Kakkar Media,765,1
1533390216707619,Sanket Doifode,Sanket Doifode,764,2
107775910901755,SolarSquare Energy,These ads ran without a disclaimer,764,1
570281776676785,Anant Dahiya,Anant Dahiya,764,9
183873218148345,Phuri Sherpa,These ads ran without a disclaimer,763,1
118966137799402,Vijay Shekhar Gupta,Vijay Shekhar Gupta,763,10
471736003345896,Patel Jai Karan verma पटेल जय करन वर्मा,Patel Jai Karan verma पटेल जय करन वर्मा,763,7
337921243640360,Jatinder Mittal BJP,Jatinder Mittal BJP,761,1
295244590675621,Mandatai Mhatre,Mandatai Mhatre,760,4
203694252827452,Voice of Kolkata,Voice of Kolkata,760,2
543550189339260,Arunachal Today,Arunachal Today,759,2
221856637668859,"Department of Youth Welfare and PRD, Government of Uttarakhand",Digi Chanakya,759,3
108981415553835,Rahul Tupsande - राहुल तुपसांडे,Rahul Tupsande - राहुल तुपसांडे,759,2
233911343129840,Vivek Singh Dholpur,Vivek Singh Dholpur,759,9
106518639006570,Modi Sarkar,Modi Sarkar,759,4
103230328603826,Just Smile Dental Clinic,Just Smile Dental Clinic,758,2
110503958724485,Balaji Uthamaramasamy,Balaji Uthamaramasamy,758,2
319942334534191,Odisha Janata Party - Naresh Sahoo,uTrade360,758,6
212675461922884,Commander Sunil Sharma,Commander Sunil Sharma,756,1
107688012064078,Ganesh Tea Premium,These ads ran without a disclaimer,756,2
1706446096310196,Basant Tyagi,Basant Tyagi,756,2
135633066305521,Bold Hobbies Villa,These ads ran without a disclaimer,755,2
110145607337130,Himmat Singh Jhala,Himmat Singh Jhala,755,2
242911092245306,Raj Kumar,Sagar Studio,755,1
134135979780616,Pankaj Gupta Sehore,Pankaj Gupta Sehore,755,6
329783190217958,Sachin Pandit,Bhartiya Rashtriya Jansatta,754,2
114603614897160,Gottipati Vamsi Krishna,Gottipati Vamsi Krishna,754,4
266758353184420,Aapka Apna Vaibhav,These ads ran without a disclaimer,754,2
231567290045415,Shoban Babu Bhukya,Oneyard,753,4
100906239358836,Sanjeev Gangwa,Sanjeev Gangwa,753,9
249820654886691,Tharaknath Bommireddy BSR,Tharaknath Bommireddy BSR,753,4
1503123436673146,Hemant Bakshi,Hemant Bakshi-1,752,5
422048501955741,WTF Digital,WTF Digital,751,1
103697094932100,Dibyajyoti Hazarika,Dibyajyoti Hazarika,751,7
102383598340464,അമ്മയോടൊപ്പം വാളയാറിൽ,അമ്മയോടൊപ്പം വാളയാറിൽ,750,2
163982000141180,Mohd Kalimuddin,Mohd Kalimuddin,750,1
117792351311447,Adivasi Herbals,These ads ran without a disclaimer,750,4
103477321731505,Sreeram Chinnababu,Digital Wala Company,750,12
246565401873233,Devesh Shakya Etah Lok Sabha,Brandbuzzventures,749,1
104563331661985,Hansika Gurjar,Hansika Gurjar,749,9
983820864974647,T-SAT Network,T-SAT Network,747,3
242051542330568,मैं हमीरपुर हूँ,Digiway eMedia Solutions Pvt Ltd,746,11
238969169627523,Jagdish Mulik,Jagdish Mulik,746,10
777319625966829,Raju Mani,Raju Mani,745,5
217081982104269,அரசியல் அதிரடி,அரசியல் அதிரடி,745,1
106414962332077,Amann M Singh,Amann M Singh,745,3
364297277071603,Vivek Joshi -Social Activist,Vivek Joshi -Social Activist,745,3
619088371486871,Harnath Singh Yadav,Harnath Singh Yadav,744,7
117326998129685,Vijay Sharma Fans Club,themahadeventerprises,744,6
1147966241975205,Punjabi Mahasabha Bareilly - Regd.,Punjabi Mahasabha Bareilly - Regd.,744,2
236900216179477,Rahul Perumkulam,These ads ran without a disclaimer,744,1
110546058396250,Green orange,These ads ran without a disclaimer,743,5
398453353921141,Dinesh Chadha,Dinesh Chadha,742,5
1392262927739672,Bhupendra chouhan page,Bhupendra chouhan page,741,51
102116012884768,Javed Khan Bhartiya,Javed Khan Bhartiya,741,9
158140974044948,Ladia,wearevery.in,740,1
111402204707456,संतोष तिवारी,संतोष तिवारी,740,5
101994875947691,Ishan Naik,Ishan Naik,740,2
101714498060347,State News Haryana,State News हरियाणा,740,1
101180242880589,Ravinder Kumar,Ravinder Kumar,739,1
269478832924128,Janta ki News,HRA Essential Oil,739,2
122809637584653,Akshay Hada,Akshay Hada,739,6
104064564864244,Chandermani Kulethi,Chandermani Kulethi,738,3
119629944497069,Abdul Salam,These ads ran without a disclaimer,738,1
113097381896052,Vasundhara Builders & Developers,Vasundhara Builders & Developers,738,1
152113495389468,Merchant Navy,Merchant Navy,737,1
358263527656968,Bikram Singh Yadav,Bikram Singh Yadav,736,3
899092420138226,Yogesh Pal Aroraa,Yogesh Pal Aroraa,735,2
116090934924909,Sports Suresh,Sports Suresh,735,5
201375473066859,Brahmdeo Prasad,stone reflection pvt ltd,734,3
673746516124456,CloudShope,These ads ran without a disclaimer,734,2
109575912065817,alexsandrogarciaofficial,These ads ran without a disclaimer,734,1
446780152056713,GYFTR,These ads ran without a disclaimer,734,1
108664002105638,Nelloretdp,Nelloretdp,733,1
101065784755432,Devhans Kasana Kotputli,Devhans Kasana Kotputli,732,6
252347697959733,Humanitarian Cooperation Foundation for Children of Special Needs,These ads ran without a disclaimer,732,2
106388111750284,Sachin Sharma,Sachin Sharma,732,5
102192071331177,Arjun Patel अर्जुन पटेल,Arjun Patel अर्जुन पटेल,731,36
242526075758536,Digingo,Digingo,731,1
147068255164143,Malankara Multi State Co Operative Credit Society Ltd,These ads ran without a disclaimer,730,18
197984593404696,Alokemishera,These ads ran without a disclaimer,730,3
289272697596975,मोदी का परिवार: राँची,All Axis MediaTech,729,4
103536515172879,Kanccha Lannka,Kanccha Lannka,728,1
266961009834488,PMY Warriors,These ads ran without a disclaimer,727,8
709606105909237,Human & Environment Alliance League - HEAL,Human & Environment Alliance League - HEAL,726,2
196363486892772,Tellus,BB INFRA SOLUTIONS PTRIVATE LIMITED,726,5
111093570439499,Abdul Hameed Ghosi Ji,Shraddha Creative,726,3
111267511914247,Digital Weaver,Digital Weaver,726,4
1635907740007631,HundrED,These ads ran without a disclaimer,725,3
124308894098169,Yash Oberoi.Fitness Coach,Aronix Creative Point,725,1
1715306435411678,Sandeep Yadav,Sandeep Yadav,725,1
207254185814802,Horsepwe3,These ads ran without a disclaimer,724,1
213013161904026,Sushil Chauhan,Sushil Chauhan,724,2
111787478472389,Vishal Kumar,Vishal Kumar,724,1
109726794700162,Fox Aircomm Pvt Ltd,Fox Aircomm,723,1
1780583285508812,Barinder Pahra,Digitalchd,723,2
295284383667348,1Ayurved,1Ayurved,722,1
103091675785644,Gri los,These ads ran without a disclaimer,722,1
291423967391641,Adoni Election,Partha Dental PVT LTD,722,3
256802710851734,Neelambari Adivasi,These ads ran without a disclaimer,722,3
194805697048385,Brihaspati Films Pvt Ltd.,Brihaspati Films Pvt Ltd.,721,1
103591381879219,Amita Singh Gupta - BJP,Amita Singh Gupta Bjp,721,6
103538208147513,Anil Rao,Anil Rao,720,7
222620184756251,Ramesh Chandra Mishra,Ramesh Chandra Mishra,720,2
140296639172955,BJP Follower,BJP Follower,720,1
121035345009927,Nirdosh Dixit UP,Nirdosh Dixit UP,719,2
352965415443559,Jitendra Moghe INC,Jitendra Moghe INC,718,6
252006111323085,Gyan ki Baatein,Gyan ki Baatein,718,1
303963339458030,Aapka Om Prakash,Sambhav Infotech Solutions,718,3
331240070250021,Transformers of India,Transformers of India,718,7
625022634786588,"முனைவர் சௌமியா அன்புமணி, தருமபுரி மக்களவைத் தொகுதி - பாமக வேட்பாளர்","முனைவர் சௌமியா அன்புமணி, தருமபுரி மக்களவைத் தொகுதி - பாமக வேட்பாளர்",716,4
1330138843772006,Kishan Kapoor,Kishan Kapoor,716,3
117226221461539,Pothireddy Nagarjuna Reddy,Pothireddy Nagarjuna Reddy,716,9
167233046476883,The Real Van Gogh Immersive Experience,These ads ran without a disclaimer,715,1
744241748924088,Prof. Sanjay Biyani,Prof. Sanjay Biyani,715,1
109847321947450,Shabir Ahmad Paswal,Shabir Ahmad Paswal,715,1
2190238337871771,Team Veerpal Dixit,Team Veerpal Dixit,715,4
1971660646487648,AR Solutions,AR Solutions,713,1
102329719320433,Social Samvad,Social Samvad,712,1
120120621088937,Vikrant Makkar,Vikrant Makkar,712,8
339649613131107,Kaushlendra Giri,Kaushlendra Giri,711,2
104800404456887,YS Jagan - The Legend,YS Jagan - The Legend,710,2
236230006240731,Oken Tayeng,Zoho,710,2
248635785002003,Bjp4sircilla,Hasio Marketing Company,710,4
110448292007402,Shamby's Restaurant & Cafe,Shamby's Restaurant & Cafe,709,1
111333261766204,Paresh Shah,SPARK INFRAMARK PVT LTD,709,4
712677788909082,Satyam Soni,Satyam Soni,708,1
100676166400344,Team Priyadarshini Singh,Team Priyadarshini Singh,708,1
294221390440154,Shri.Chakradhar Hembram,DIMENSION DIGITAL CONTROLLS PRIVATE LIMITED,707,6
101539938258507,Hoshiyar singh Poonia मलखेड़ा,Hoshiyar singh Poonia मलखेड़ा,707,4
106040362592382,Goverment Schemes,These ads ran without a disclaimer,707,18
307450902444193,PVR Sena,celebdigital,707,3
